CREDENTIAL,GROUPBY,INSTITUTION,INSTITUTION_NAME,PROGRAM_AREA,PROGRAM_AREA_NAME,PROGRAM_NAME,RESPONDENTS,RESPONSE_RATE,AGE,FEMALE,MALE,Q49A,Q51NA,Q51NB,Q51ND,Q51NE1,Q51NE2,Q51NI,Q51NJ,Q52A,SELF_EMPLOYED,EMPLOY_FULL_TIME,JOB_PROGRAM_RELATED,USEFUL_PERFORM_JOB,IN_LABR_MKT,EMPLOYED,UNEMPLOYED,SALARY_WAGE,FURTH_STUDIES,Q11_7,Q52_6
Certificate,Institution and Program,BCIT,British Columbia Institute of Technology,05,Engineering and Applied Sciences,Computer Aided Design,21,0.617647059,30,-1,-5,1,0.857142857,0.769230769,0.857142857,0.842105263,0.85,0.952380952,1,1,0,-9,0.764705882,0.823529412,0.904761905,-11,-12,-99,0.428571429,,
Certificate,Institution and Program,BCIT,British Columbia Institute of Technology,05,Engineering and Applied Sciences,Technical Web Designer,84,0.545454545,31,0.607142857,0.392857143,0.951807229,0.734693878,0.703703704,0.975308642,0.825,0.9625,0.914634146,0.887323944,0.952380952,0.144927536,-9,0.676470588,0.764705882,0.93902439,0.831325301,-12,20,0.226190476,,
Certificate,Institution and Program,BCIT,British Columbia Institute of Technology,05,Engineering and Applied Sciences,Applied Web Development,37,0.698113208,34,0.405405405,0.594594595,0.833333333,0.769230769,0.708333333,0.805555556,0.8,0.857142857,0.857142857,0.885714286,0.918918919,-6,1,0.827586207,0.75862069,0.942857143,-11,-12,29.915,0.432432432,,
Certificate,Institution and Program,BCIT,British Columbia Institute of Technology,05,Engineering and Applied Sciences,Applied Software Development,71,0.724489796,31,0.154929577,0.845070423,1,0.75,0.625,0.818181818,0.971428571,0.942857143,0.925373134,0.893939394,0.957746479,-6,-9,0.660377358,0.803921569,0.9,0.746478873,0.158730159,29.83,0.591549296,,
Certificate,Institution and Program,BCIT,British Columbia Institute of Technology,05,Engineering and Applied Sciences,Sustainable Energy Management,28,0.622222222,40.5,-1,-5,0.857142857,0.681818182,0.740740741,0.857142857,0.857142857,0.730769231,0.846153846,0.964285714,0.928571429,-6,1,0.75,0.791666667,0.928571429,-11,-12,33,0.107142857,,
Certificate,Institution and Program,BCIT,British Columbia Institute of Technology,05,Engineering and Applied Sciences,Communication Design Essentials,83,0.601449275,27,0.78313253,0.21686747,0.790123457,0.515151515,0.802816901,0.873417722,0.901234568,0.792682927,0.769230769,0.8,0.829268293,-6,-9,0.723076923,0.818181818,0.901234568,0.814814815,-12,20,0.207317073,,
Certificate,Institution and Program,BCIT,British Columbia Institute of Technology,05,Engineering and Applied Sciences,Technology Support Professional,16,0.484848485,30,-1,-5,1,0.818181818,0.888888889,1,1,1,0.9375,1,1,0,-9,0.9375,0.9375,1,1,0,22.895,0.3125,,
Certificate,Institution and Program,BCIT,British Columbia Institute of Technology,05,Engineering and Applied Sciences,Building Construction Technology,36,0.818181818,40,0.361111111,0.638888889,1,0.678571429,0.785714286,0.727272727,0.818181818,0.84375,0.941176471,0.96969697,1,-6,1,0.965517241,0.965517241,0.970588235,-11,-12,27.5,0.388888889,,
Certificate,Institution and Program,BCIT,British Columbia Institute of Technology,05,Engineering and Applied Sciences,Network Administrator Technician,47,0.661971831,34,-1,-5,0.913043478,0.735294118,0.657142857,0.813953488,0.869565217,0.891304348,0.893617021,0.952380952,0.978723404,-6,-9,0.685714286,0.714285714,0.860465116,0.777777778,-12,20,0.446808511,,
Certificate,Institution and Program,BCIT,British Columbia Institute of Technology,05,Engineering and Applied Sciences,Architectural & Building Technology,14,0.424242424,28.5,0.5,0.5,0.928571429,0.785714286,0.857142857,0.857142857,0.857142857,0.857142857,0.923076923,0.928571429,0.928571429,0,1,0.916666667,0.916666667,0.928571429,-11,-12,-99,0.214285714,,
Certificate,Institution and Program,BCIT,British Columbia Institute of Technology,05,Engineering and Applied Sciences,Applied Network Administration & Design,11,0.523809524,35,-1,-5,0.909090909,0.777777778,0.888888889,0.777777778,0.888888889,0.9,0.909090909,0.777777778,0.909090909,-99,-99,0.875,0.75,0.909090909,-11,-12,-99,0.181818182,,
Certificate,Institution and Program,BCIT,British Columbia Institute of Technology,05,Engineering and Applied Sciences,Applied Database Administration & Design,57,0.626373626,39,0.315789474,0.684210526,0.964912281,0.76744186,0.613636364,0.888888889,0.963636364,0.982142857,0.925925926,0.943396226,1,-6,-9,0.8125,0.914893617,0.946428571,-11,-12,31.135,0.446428571,,
Certificate,Institution and Program,BCIT,British Columbia Institute of Technology,05,Engineering and Applied Sciences,Applied Computer Information Systems (ACIS),34,0.708333333,32,-1,-5,1,0.7,0.714285714,0.709677419,0.941176471,0.911764706,0.870967742,0.96875,1,0,-9,0.52173913,0.608695652,0.833333333,-11,-12,28,0.794117647,,
Certificate,Institution and Program,BCIT,British Columbia Institute of Technology,03,Business and Management,Sustainable Business Leadership,26,0.65,27,-2,-1,0.769230769,0.695652174,0.8,0.88,0.72,0.76,0.84,0.846153846,0.923076923,-6,-9,0.56,0.56,0.961538462,-11,0,18,0.461538462,,
Certificate,Institution and Program,BCIT,British Columbia Institute of Technology,03,Business and Management,Financial Management (Finance Option),12,0.6,29.5,-1,-5,0.916666667,0.916666667,0.916666667,0.916666667,0.916666667,0.916666667,0.833333333,0.916666667,1,-99,-99,0.888888889,0.888888889,0.909090909,-11,-12,-99,0.5,,
Certificate,Institution and Program,BCIT,British Columbia Institute of Technology,03,Business and Management,Office Administration with Technology,55,0.518867925,28,-2,-1,0.925925926,0.729166667,0.916666667,0.962264151,0.769230769,0.88,0.9,0.816326531,0.944444444,-6,-9,0.854166667,0.916666667,0.944444444,-11,-12,17.75,0.272727273,,
Certificate,Institution and Program,BCIT,British Columbia Institute of Technology,03,Business and Management,Marketing Management (Event Marketing Option),47,0.474747475,27,-2,-1,0.957446809,0.688888889,0.818181818,0.978723404,0.914893617,0.787234043,0.893617021,0.933333333,0.978723404,-6,-9,0.675675676,0.684210526,0.891304348,-11,-12,19.25,0.319148936,,
Certificate,Institution and Program,BCIT,British Columbia Institute of Technology,03,Business and Management,International Trade & Transportation Logistics,33,0.825,33,0.515151515,0.484848485,0.848484848,0.862068966,0.838709677,0.9375,0.866666667,0.806451613,0.935483871,1,0.939393939,-6,1,0.766666667,0.866666667,1,-11,-12,21,0.303030303,,
Certificate,Institution and Program,BCIT,British Columbia Institute of Technology,03,Business and Management,Marketing Management (Public Relations Option),31,0.632653061,29,-2,-1,0.903225806,0.714285714,0.896551724,0.862068966,0.9,0.821428571,0.814814815,0.965517241,0.903225806,-6,-9,0.583333333,0.708333333,0.933333333,-11,-12,16.25,0.322580645,,
Certificate,Institution and Program,BCIT,British Columbia Institute of Technology,03,Business and Management,Financial Management (Financial Planning Option),21,0.724137931,34,0.476190476,0.523809524,1,0.642857143,0.8,0.65,0.904761905,0.714285714,0.80952381,0.95,1,-6,1,0.80952381,0.904761905,1,1,0,30,0.428571429,,
Certificate,Institution and Program,BCIT,British Columbia Institute of Technology,03,Business and Management,Operations Management (Materials Management Option),12,0.5,41,0.5,0.5,1,0.833333333,0.75,0.833333333,1,0.916666667,0.916666667,0.916666667,1,0,1,1,0.909090909,1,-11,-12,-99,0,,
Certificate,Institution and Program,BCIT,British Columbia Institute of Technology,03,Business and Management,Marketing Management (Fundraising Management Option),16,0.516129032,35,-2,-1,0.9375,0.714285714,0.666666667,0.875,0.733333333,0.6,0.866666667,0.9375,1,-6,-9,0.866666667,0.8,0.9375,-11,0,-99,0.4375,,
Certificate,Institution and Program,BCIT,British Columbia Institute of Technology,03,Business and Management,Financial Management (Professional Accounting Option),51,0.64556962,40,0.745098039,0.254901961,0.98,0.875,0.770833333,0.733333333,0.901960784,0.86,0.85106383,0.916666667,0.921568627,-6,-9,0.777777778,0.909090909,0.979591837,-11,-12,20,0.62745098,,
Certificate,Institution and Program,BCIT,British Columbia Institute of Technology,03,Business and Management,Marketing Management (Marketing Communication Option),58,0.527272727,28.5,0.827586207,0.172413793,0.929824561,0.839285714,0.839285714,0.913793103,0.913793103,0.810344828,0.945454545,0.913793103,0.965517241,-6,-9,0.625,0.791666667,0.964285714,-11,-12,20,0.310344828,,
Certificate,Institution and Program,BCIT,British Columbia Institute of Technology,04,Health,Health Leadership,23,0.71875,41,-2,-1,0.869565217,0.761904762,0.625,0.956521739,1,0.869565217,0.826086957,0.909090909,0.869565217,-6,-9,0.909090909,0.863636364,1,-11,-12,36.91,0.173913043,,
Certificate,Institution and Program,BCIT,British Columbia Institute of Technology,04,Health,Computed Tomography,16,0.470588235,32.5,-2,-1,0.75,0.6,0.545454545,0.833333333,0.785714286,0.615384615,0.923076923,0.846153846,0.571428571,0,-9,0.875,0.9375,1,1,0,34.405,0.3125,,
Diploma,Institution and Program,CAM,Camosun College,05,Engineering and Applied Sciences,Civil Engineering Bridge,36,0.705882353,24.5,-1,-5,0.916666667,0.6875,0.592592593,0.628571429,0.972222222,0.916666667,0.944444444,0.794117647,0.944444444,-99,-99,0.666666667,0.333333333,0.235294118,-10,-99,-99,1,,
Diploma,Institution and Program Area,BCIT,British Columbia Institute of Technology,08,Visual and Performing Arts,All Programs,63,0.529411765,26,-2,-1,0.904761905,0.836065574,0.822580645,0.904761905,0.920634921,0.870967742,0.935483871,0.968253968,0.920634921,-6,-9,0.833333333,0.880952381,0.770491803,0.666666667,-12,17.5,0.5,,
Diploma,Institution and Program Area,CAPU,Capilano University,01,Arts and Sciences,All Programs,421,0.467258602,22,0.605700713,0.394299287,0.911057692,0.869565217,0.748603352,0.818627451,0.886977887,0.787958115,0.873479319,0.901515152,0.971360382,0.055749129,0.588,0.425087108,0.622775801,0.782926829,0.696385542,0.099688474,16,0.591885442,,
Diploma,Institution and Program Area,CAPU,Capilano University,03,Business and Management,All Programs,215,0.498839907,27,0.618604651,0.381395349,0.911627907,0.943396226,0.870192308,0.904761905,0.895734597,0.847619048,0.876190476,0.904761905,0.962264151,0.076086957,0.892405063,0.72826087,0.848648649,0.933649289,0.873239437,0.055837563,17,0.148837209,,
Diploma,Institution and Program Area,CAPU,Capilano University,04,Health,All Programs,37,0.569230769,32,-2,-1,1,0.848484848,0.916666667,0.944444444,0.805555556,0.888888889,0.833333333,0.942857143,1,-6,0.6875,0.885714286,0.857142857,0.945945946,-11,0,24.1,0.135135135,,
Diploma,Institution and Program Area,CAPU,Capilano University,05,Engineering and Applied Sciences,All Programs,64,0.603773585,21,0.15625,0.84375,0.873015873,0.833333333,0.65,0.828125,0.875,0.80952381,0.80952381,0.84375,0.921875,-6,-8,0.117647059,0.4375,0.35483871,0.26984127,-12,14,0.90625,,
Diploma,Institution and Program Area,CAPU,Capilano University,07,Human and Social Services,All Programs,167,0.470422535,24,0.706586826,0.293413174,0.921212121,0.881987578,0.8375,0.901840491,0.908536585,0.852760736,0.865030675,0.938650307,0.97005988,-3,0.717948718,0.736842105,0.78030303,0.842424242,0.812121212,-3,18.75,0.4,,
Diploma,Institution and Program Area,CAPU,Capilano University,08,Visual and Performing Arts,All Programs,253,0.536016949,22,0.604743083,0.395256917,0.888888889,0.733333333,0.848484848,0.93625498,0.914979757,0.821576763,0.875,0.917355372,0.936507937,0.140625,0.790697674,0.551546392,0.713541667,0.894736842,0.794354839,0.108597285,15.15,0.277777778,,
Certificate,Institution,KPU,Kwantlen Polytechnic University,All CIP Clusters,All CIP Clusters,All Programs,724,0.541916168,29,0.834254144,0.165745856,0.938803894,0.856927711,0.87755102,0.917827298,0.927170868,0.900426743,0.904494382,0.926553672,0.950138504,0.020933977,0.723327306,0.856,0.891025641,0.931468531,0.874476987,0.058558559,25,0.259361997,,
Certificate,Institution,NIC,North Island College,All CIP Clusters,All CIP Clusters,All Programs,392,0.616352201,30,0.875,0.125,0.930946292,0.81305638,0.841642229,0.865951743,0.904255319,0.885333333,0.868073879,0.905263158,0.936061381,0.052631579,0.739285714,0.809230769,0.839506173,0.910761155,0.839793282,0.063400576,19,0.293367347,,
Certificate,Institution,NLC,Northern Lights College,All CIP Clusters,All CIP Clusters,All Programs,195,0.643564356,32,0.835897436,0.164102564,0.942105263,0.863387978,0.885245902,0.867021277,0.901554404,0.864583333,0.925925926,0.901554404,0.881443299,-3,0.759398496,0.838509317,0.906832298,0.92746114,0.835051546,0.094972067,22.7,0.206185567,,
Certificate,Institution,SEL,Selkirk College,All CIP Clusters,All CIP Clusters,All Programs,309,0.651898734,33,0.899676375,0.100323625,0.898360656,0.858823529,0.829959514,0.872791519,0.922818792,0.868243243,0.903333333,0.934256055,0.935064935,0.108433735,0.620853081,0.756,0.83935743,0.889632107,0.82295082,0.056390977,20,0.325732899,,
Certificate,Institution,TRU,Thompson Rivers University,All CIP Clusters,All CIP Clusters,All Programs,582,0.53053783,34,0.8,0.2,0.936206897,0.828685259,0.809330629,0.858490566,0.904761905,0.843636364,0.921005386,0.9390681,0.964850615,0.023483366,0.834042553,0.904296875,0.911937378,0.944153578,0.884482759,0.051756007,23,0.184165232,,
Certificate,Institution,UFV,University of the Fraser Valley,All CIP Clusters,All CIP Clusters,All Programs,357,0.512931034,25,0.840336134,0.159663866,0.912429379,0.86163522,0.872340426,0.898016997,0.919770774,0.856733524,0.874635569,0.909883721,0.971988796,-3,0.77972028,0.823717949,0.884615385,0.954545455,0.881355932,0.071428571,18.625,0.246498599,,
Certificate,Institution,VCC,Vancouver Community College,All CIP Clusters,All CIP Clusters,All Programs,2131,0.597588334,32,0.836073274,0.163926726,0.92278541,0.840105541,0.858170606,0.900340301,0.893792435,0.858333333,0.888670917,0.918467583,0.93041843,0.039279869,0.824437299,0.84820457,0.898471616,0.947520462,0.879466413,0.06199187,22,0.249409542,,
Certificate,Institution,VIU,Vancouver Island University,All CIP Clusters,All CIP Clusters,All Programs,343,0.454907162,29,0.900874636,0.099125364,0.923076923,0.797979798,0.840390879,0.898507463,0.907185629,0.8820059,0.890577508,0.919161677,0.921282799,-3,0.756756757,0.893835616,0.934931507,0.933933934,0.87202381,0.057877814,20,0.208823529,,
Certificate,Institution,BCIT,British Columbia Institute of Technology,All CIP Clusters,All CIP Clusters,All Programs,3581,0.578233489,30,0.61044401,0.38955599,0.925352113,0.757152362,0.75297619,0.862377122,0.90253019,0.860546194,0.894828588,0.907637655,0.946712018,0.057673185,0.910284464,0.817491749,0.866600463,0.943175328,0.860254597,0.079321829,30,0.300393038,,
Certificate,Institution,CAPU,Capilano University,All CIP Clusters,All CIP Clusters,All Programs,398,0.544459644,31,0.788944724,0.211055276,0.93622449,0.853185596,0.814016173,0.863753213,0.903553299,0.843342037,0.875331565,0.922279793,0.959798995,0.066298343,0.799382716,0.858725762,0.880555556,0.964285714,0.923469388,0.042328042,23.56,0.186868687,,
Certificate,Institution,CMTN,Coast Mountain College (formerly Northwest Community College),All CIP Clusters,All CIP Clusters,All Programs,98,0.550561798,29.5,0.795918367,0.204081633,0.897959184,0.912087912,0.816091954,0.905263158,0.958333333,0.858695652,0.880434783,0.946808511,0.93877551,-6,-9,0.871428571,0.928571429,0.773195876,0.731958763,-12,20.26,0.336734694,,
Certificate,Institution,COTR,College of the Rockies,All CIP Clusters,All CIP Clusters,All Programs,489,0.607453416,27,0.781186094,0.218813906,0.940451745,0.876404494,0.81712963,0.892933619,0.93153527,0.884696017,0.929018789,0.915433404,0.961065574,0.03626943,0.685294118,0.755844156,0.828125,0.869022869,0.795876289,0.076555024,20,0.342915811,,
Certificate,Institution,DOUG,Douglas College,All CIP Clusters,All CIP Clusters,All Programs,868,0.49290176,24,0.865207373,0.134792627,0.947795824,0.845869297,0.834782609,0.877672209,0.871915394,0.791008505,0.858851675,0.925925926,0.952546296,0.04,0.737833595,0.695592287,0.775623269,0.905325444,0.855971897,0.044444444,18,0.426914153,,
Certificate,Institution,JIBC,Justice Institute of BC,All CIP Clusters,All CIP Clusters,All Programs,1211,0.51183432,32,0.269199009,0.730800991,0.909015025,0.590534979,0.75433526,0.897678418,0.910699242,0.87883959,0.764912281,0.823986195,0.955462185,0.065719361,0.948536831,0.682581786,0.787798408,0.969974979,0.944259567,0.024075666,28,0.451827243,,
Certificate,Institution,LANG,Langara College,All CIP Clusters,All CIP Clusters,All Programs,233,0.603626943,26,0.686695279,0.313304721,0.939130435,0.899521531,0.864253394,0.939393939,0.926406926,0.886956522,0.864628821,0.915178571,0.974137931,0.064705882,0.819354839,0.701754386,0.835294118,0.822510823,0.74025974,0.1,20,0.367965368,,
Certificate,Institution,NVIT,Nicola Valley Institute of Technology,All CIP Clusters,All CIP Clusters,All Programs,112,0.615384615,31.5,0.830357143,0.169642857,0.9375,0.935779817,0.945454545,0.981981982,0.973214286,0.936936937,0.918181818,0.981981982,0.963963964,-6,0.838235294,0.864197531,0.925925926,0.880733945,0.745454545,0.145833333,17,0.276785714,,
Certificate,Institution,OKAN,Okanagan College,All CIP Clusters,All CIP Clusters,All Programs,879,0.571521456,30,0.865296804,0.134703196,0.917714286,0.796961326,0.836627141,0.876168224,0.892648775,0.84223013,0.88277512,0.907494145,0.919042189,0.043758044,0.754716981,0.857326478,0.893178893,0.952981651,0.894616266,0.060168472,20,0.132723112,,
Certificate,Program Area,All Institutions,All Institutions,01,Arts and Sciences,All Programs,1108,0.57648283,25,0.656729901,0.343270099,0.902193784,0.817192601,0.806352459,0.887640449,0.882022472,0.82751938,0.876531574,0.902697495,0.944696283,0.090909091,0.768558952,0.530663329,0.676359039,0.870786517,0.74537037,0.134408602,17,0.446265938,,
Certificate,Program Area,All Institutions,All Institutions,02,Trades,All Programs,265,0.539714868,31,0.158490566,0.841509434,0.88973384,0.697674419,0.647342995,0.774336283,0.849802372,0.850806452,0.896,0.917322835,0.912863071,0.071748879,-4,0.803571429,0.828828829,0.94140625,0.861538462,0.070539419,29.83,0.315589354,,
Certificate,Program Area,All Institutions,All Institutions,03,Business and Management,All Programs,2461,0.558303085,31,0.790650407,0.209349593,0.934836066,0.858935526,0.84312859,0.88379983,0.894495413,0.859368421,0.889217759,0.90959253,0.951836735,0.048109966,0.870708155,0.791462218,0.863524791,0.935791218,0.841413311,0.093404161,20,0.301632653,,
Certificate,Program Area,All Institutions,All Institutions,04,Health,All Programs,5592,0.565705615,30,0.847584973,0.152415027,0.932035334,0.796707819,0.832127061,0.896776598,0.921489867,0.869605312,0.884643917,0.922536513,0.937635184,0.016731518,0.829102448,0.904623155,0.926336249,0.96791153,0.93084819,0.031841169,22.83,0.19270178,,
