CREDENTIAL,GROUPBY,INSTITUTION,INSTITUTION_NAME,PROGRAM_AREA,PROGRAM_AREA_NAME,PROGRAM_NAME,RESPONDENTS,RESPONSE_RATE,AGE,FEMALE,MALE,Q49A,Q51NA,Q51NB,Q51ND,Q51NE1,Q51NE2,Q51NI,Q51NJ,Q52A,SELF_EMPLOYED,EMPLOY_FULL_TIME,JOB_PROGRAM_RELATED,USEFUL_PERFORM_JOB,IN_LABR_MKT,EMPLOYED,UNEMPLOYED,SALARY_WAGE,FURTH_STUDIES,Q11_7,Q52_6
Trades Foundation,Institution and Program,OKAN,Okanagan College,1,Automotive and Other Mechanics,Recreation Vehicle Service Technician Certificate,21,0.552631579,27,-1,-5,0.95,0.692307692,0.75,0.9,0.85,0.952380952,0.8,0.789473684,1,-6,-9,0.666666667,0.846153846,0.85,-11,-12,19.5,,,0.476190476
Trades Foundation,Institution and Program,OKAN,Okanagan College,1,Automotive and Other Mechanics,Automotive Refinishing/Collision Repair Certificate,18,0.391304348,22,-1,-5,1,0.846153846,0.785714286,0.944444444,1,0.944444444,0.944444444,1,1,0,1,0.8125,0.9375,0.944444444,-11,-12,17,,,0.555555556
Trades Foundation,Institution and Program,OKAN,Okanagan College,1,Automotive and Other Mechanics,Aircraft Maintenance Engineer Category S (Structures),19,0.633333333,27,-1,-5,0.944444444,0.866666667,0.857142857,0.944444444,1,0.947368421,0.888888889,0.947368421,0.947368421,0,1,0.823529412,1,0.947368421,-11,-12,20,,,0.789473684
Trades Foundation,Institution and Program,OKAN,Okanagan College,2,Carpentry,Carpenter and Joiner Foundation,35,0.538461538,22,0.342857143,0.657142857,1,0.782608696,0.64,0.96969697,0.939393939,0.878787879,0.939393939,0.939393939,0.885714286,-6,-9,0.75,0.814814815,0.911764706,-11,-12,16,,,0.571428571
Trades Foundation,Institution and Program,OKAN,Okanagan College,2,Carpentry,Residential Construction Certificate,28,0.622222222,21,-1,-5,0.892857143,0.733333333,0.789473684,1,0.964285714,0.928571429,0.964285714,0.928571429,0.821428571,-6,1,0.863636364,0.909090909,0.892857143,-11,-12,18.5,,,0.571428571
Trades Foundation,Institution and Program,OKAN,Okanagan College,3,Culinary Arts and Personal Services,Pastry Arts Certificate,20,0.512820513,23,1,0,0.95,0.666666667,0.636363636,0.85,0.95,0.777777778,1,0.85,0.9,0,-9,0.666666667,0.733333333,0.8,-11,-12,11.5,,,0.45
Trades Foundation,Institution and Program,OKAN,Okanagan College,3,Culinary Arts and Personal Services,Culinary Arts Certificate,40,0.533333333,24.5,0.55,0.45,0.875,0.703703704,0.821428571,0.974358974,0.882352941,0.828571429,0.923076923,0.911764706,0.95,-6,-9,0.866666667,0.9,0.897435897,-11,-12,14.25,,,0.55
Trades Foundation,Institution and Program,OKAN,Okanagan College,4,Electrician,Electrician Pre-Apprenticeship Certificate,117,0.453488372,22,0.112068966,0.887931034,0.913793103,0.695652174,0.739726027,0.912280702,0.913043478,0.826086957,0.870689655,0.974358974,0.888888889,-6,-9,0.709677419,0.847826087,0.895652174,0.801724138,0.097087379,16.5,,,0.760683761
Trades Foundation,Institution and Program,OKAN,Okanagan College,5,Industrial and Heavy Duty Mechanics and Other Repair Trades,Refrigeration and Air Conditioning Mechanic Pre-Apprenticeship Certificate,42,0.512195122,25.5,-1,-5,0.880952381,0.7,0.727272727,0.926829268,0.928571429,0.880952381,0.853658537,0.857142857,0.976190476,-6,1,0.794117647,0.852941176,0.952380952,-11,-12,19,,,0.714285714
Trades Foundation,Institution and Program,OKAN,Okanagan College,6,Plumbing,Plumbing and Piping Trades Certificate,56,0.333333333,24,-1,-5,0.945454545,0.775,0.744186047,0.944444444,0.872727273,0.836363636,0.875,0.945454545,0.946428571,-6,-9,0.804878049,0.804878049,0.981481481,0.745454545,0.226415094,19.05,,,0.696428571
Trades Foundation,Institution and Program,OKAN,Okanagan College,7,Welding and Precision Production,Studio Woodworking Certificate,18,0.6,25.5,-1,-5,0.777777778,0.714285714,0.875,0.75,0.888888889,0.722222222,0.833333333,0.9375,0.777777778,-6,-9,0.416666667,0.416666667,0.8125,-11,-12,-99,,,0.055555556
Trades Foundation,Institution and Program,OKAN,Okanagan College,7,Welding and Precision Production,Welding Foundation Certificate,144,0.458598726,22,0.229166667,0.770833333,0.923076923,0.779220779,0.736842105,0.868217054,0.905109489,0.872180451,0.927536232,0.943262411,0.923611111,-3,-4,0.619469027,0.678571429,0.915492958,0.79020979,0.130769231,19,,,0.4375
Apprenticeship,Program Area,All Institutions,All Institutions (public & private),4,Electrician,All Programs,1266,0.487110427,29,0.049011858,0.950988142,0.947743468,0.682656827,0.670746634,0.82847038,0.904607922,0.875729775,0.877887789,0.920389927,0.95806962,0.037974684,-4,0.909665763,0.911392405,0.9824,0.885075818,0.096905537,32,,0.902618658,
Apprenticeship,Program Area,All Institutions,All Institutions (public & private),5,Industrial and Heavy Duty Mechanics and Other Repair Trades,All Programs,1153,0.584093212,32,0.047743056,0.952256944,0.930191972,0.726474279,0.741071429,0.897844424,0.906111603,0.89516129,0.875912409,0.897111913,0.950477845,0.019945603,-4,0.930253623,0.936421435,0.993913043,0.96,0.034120735,38.36,,0.866489832,
Apprenticeship,Program Area,All Institutions,All Institutions (public & private),6,Plumbing,All Programs,400,0.526315789,30,0.040100251,0.959899749,0.92481203,0.711610487,0.683794466,0.861581921,0.915119363,0.833780161,0.843342037,0.937662338,0.955,0.069892473,-4,0.938005391,0.938005391,0.982278481,0.937027708,0.041237113,31,,0.913705584,
Apprenticeship,Program Area,All Institutions,All Institutions (public & private),7,Welding and Precision Production,All Programs,1097,0.474275832,27,0.068430657,0.931569343,0.935720845,0.706270627,0.725806452,0.83991684,0.907425265,0.871819961,0.925358852,0.922413793,0.952293578,0.052801724,0.98045977,0.811891892,0.900325027,0.948434622,0.85399449,0.097087379,30,,0.86509434,
Apprenticeship,Program Area,All Institutions,All Institutions (public & private),8,Other Apprenticeship Programs,All Programs,186,0.574074074,30,0.195652174,0.804347826,0.864864865,0.700787402,0.775193798,0.925714286,0.893258427,0.849162011,0.881355932,0.90960452,0.924731183,-3,-4,0.851612903,0.877419355,0.962162162,0.843243243,0.123595506,23.5,,0.717514124,
Apprenticeship,Institution and Program Area,CAM,Camosun College,1,Automotive and Other Mechanics,All Programs,33,0.55,28,0,1,1,0.777777778,0.777777778,1,0.96969697,0.967741935,0.9375,1,1,-6,-9,1,1,1,-11,-12,28.3,,0.939393939,
Apprenticeship,Institution and Program Area,CAM,Camosun College,2,Carpentry,All Programs,68,0.557377049,29,0,1,1,0.72972973,0.795454545,0.939393939,0.955882353,0.910447761,0.925373134,0.955223881,0.985294118,-6,1,0.984126984,0.984126984,0.955223881,-11,-12,30,,0.938461538,
Apprenticeship,Institution and Program Area,CAM,Camosun College,3,Culinary Arts and Personal Services,All Programs,68,0.53968254,28.5,0.441176471,0.558823529,0.955882353,0.8,0.833333333,0.924242424,0.895522388,0.875,0.876923077,0.919354839,0.955223881,-6,-9,0.875,0.921875,0.985294118,-11,-12,18,,0.876923077,
Apprenticeship,Institution and Program Area,CAM,Camosun College,4,Electrician,All Programs,163,0.537953795,30,-3,-4,0.969325153,0.769230769,0.742268041,0.79389313,0.896103896,0.836879433,0.85620915,0.9625,0.987730061,-3,-4,0.894366197,0.908450704,0.99375,0.8875,0.106918239,31,,0.948717949,
Apprenticeship,Institution and Program Area,CAM,Camosun College,6,Plumbing,All Programs,84,0.49122807,31,-1,-5,0.927710843,0.703703704,0.638297872,0.917808219,0.935064935,0.861111111,0.87804878,0.936708861,0.976190476,-6,1,0.948051948,0.974025974,1,-11,-12,34,,0.963855422,
Apprenticeship,Institution and Program Area,CAM,Camosun College,7,Welding and Precision Production,All Programs,91,0.484042553,27,0.142857143,0.857142857,0.865168539,0.568181818,0.6,0.736842105,0.768292683,0.7625,0.904761905,0.845238095,0.877777778,0,-9,0.810810811,0.833333333,0.921348315,0.831460674,-12,35,,0.860465116,
Apprenticeship,Institution and Program Area,CNC,College of New Caledonia,1,Automotive and Other Mechanics,All Programs,24,0.571428571,26.5,0,1,0.958333333,0.75,0.866666667,0.826086957,0.956521739,1,0.954545455,0.818181818,1,0,1,0.958333333,1,1,1,0,29.25,,0.875,
Apprenticeship,Institution,CAM,Camosun College,All CIP Clusters,All CIP Clusters,All Programs,510,0.508982036,29,0.103921569,0.896078431,0.948717949,0.726973684,0.73089701,0.860986547,0.894628099,0.85371179,0.886831276,0.934156379,0.962598425,0.046357616,-4,0.907488987,0.92699115,0.976143141,0.906560636,0.071283096,30,,0.922606925,
Apprenticeship,Institution,CNC,College of New Caledonia,All CIP Clusters,All CIP Clusters,All Programs,466,0.580323786,31,0.034334764,0.965665236,0.935483871,0.715719064,0.702797203,0.868735084,0.913140312,0.874141876,0.879545455,0.920634921,0.95483871,0.035211268,-4,0.908450704,0.9342723,0.989247312,0.91416309,0.073913043,38,,0.810690423,
Apprenticeship,Institution,KPU,Kwantlen Polytechnic University,All CIP Clusters,All CIP Clusters,All Programs,488,0.568102445,28,0.154320988,0.845679012,0.884773663,0.707602339,0.754874652,0.895196507,0.881355932,0.869281046,0.862660944,0.862579281,0.920081967,0.031531532,-4,0.858108108,0.891402715,0.967010309,0.917695473,0.049040512,28,,0.832627119,
Apprenticeship,Institution,NIC,North Island College,All CIP Clusters,All CIP Clusters,All Programs,152,0.520547945,30.5,0.085526316,0.914473684,0.947368421,0.770833333,0.696629213,0.839416058,0.897959184,0.853146853,0.902097902,0.925170068,0.940789474,0.090225564,-4,0.909090909,0.916666667,0.98,0.886666667,0.095238095,30,,0.835616438,
Apprenticeship,Institution,NLC,Northern Lights College,All CIP Clusters,All CIP Clusters,All Programs,146,0.626609442,28,-3,-4,0.952054795,0.819277108,0.888888889,0.931818182,0.965034965,0.942446043,0.939849624,0.934782609,0.979452055,-3,-4,0.92481203,0.96969697,0.986111111,0.930555556,-3,35.5,,0.887323944,
Apprenticeship,Institution,SEL,Selkirk College,All CIP Clusters,All CIP Clusters,All Programs,79,0.506410256,27,0.126582278,0.873417722,0.974683544,0.702702703,0.775,0.855072464,0.883116883,0.905405405,0.935064935,0.959459459,0.962025316,-6,-9,0.861538462,0.921875,0.987341772,0.82278481,0.166666667,30,,0.851351351,
Apprenticeship,Institution,TRU,Thompson Rivers University,All CIP Clusters,All CIP Clusters,All Programs,352,0.50647482,29,0.051136364,0.948863636,0.957264957,0.677725118,0.703349282,0.885802469,0.926035503,0.887240356,0.913946588,0.932153392,0.980113636,0.031446541,-4,0.914826498,0.959119497,0.985632184,0.905982906,0.072886297,35,,0.86416185,
Apprenticeship,Institution,UFV,University of the Fraser Valley,All CIP Clusters,All CIP Clusters,All Programs,148,0.444444444,25,-3,-4,0.972972973,0.666666667,0.677083333,0.897058824,0.936619718,0.93006993,0.936170213,0.979020979,1,0.088235294,1,0.889705882,0.948529412,0.93877551,0.925170068,-3,29,,0.951388889,
Bachelor's Degree,All Institutions,All Institutions,All Institutions,All CIP Clusters,All CIP Clusters,All Programs,31987,0.451302961,27,0.604908551,0.395091449,0.922758708,0.827614088,0.82127809,0.820024824,0.919993703,0.796245436,0.89353044,0.871479381,0.934899688,0.065273361,0.857844092,0.738824597,0.85184063,0.893692215,0.833999308,0.064084457,50000,0.461050781,,
Bachelor's Degree,Institution,JIBC,Justice Institute of BC,All CIP Clusters,All CIP Clusters,All Programs,23,0.605263158,43,-1,-5,1,0.904761905,0.909090909,0.85,1,0.863636364,0.954545455,0.952380952,1,0,-9,0.863636364,0.954545455,0.956521739,-11,0,100000,0.391304348,,
Bachelor's Degree,Institution and Program Area,CAPU,Capilano University,11,Humanities,All Programs,32,0.507936508,27.5,-2,-1,0.96875,0.96875,0.9375,0.875,0.9375,0.903225806,0.9375,0.96875,0.96875,-6,-9,0.214285714,0.821428571,0.935483871,-11,-12,39600,0.40625,,
Bachelor's Degree,Institution and Program Area,DOUG,Douglas College,2,Business and Management,All Programs,107,0.488584475,29,0.448598131,0.551401869,0.934579439,0.820754717,0.897196262,0.906542056,0.91588785,0.887850467,0.897196262,0.858490566,0.953271028,-6,-9,0.838383838,0.918367347,0.981308411,-4,-3,48000,0.570093458,,
Bachelor's Degree,Institution and Program Area,DOUG,Douglas College,5,Health,All Programs,373,0.539797395,30,0.91152815,0.08847185,0.929919137,0.840220386,0.863760218,0.900826446,0.924324324,0.833333333,0.878787879,0.837465565,0.90616622,-3,0.90625,0.980926431,0.964673913,0.991935484,-4,-3,68000,0.409703504,,
Bachelor's Degree,Institution and Program Area,DOUG,Douglas College,6,Human and Social Services,All Programs,135,0.555555556,28,0.703703704,0.296296296,0.977777778,0.884615385,0.947761194,0.940740741,0.948148148,0.871212121,0.933333333,0.92481203,0.985185185,-3,0.847457627,0.894308943,0.93495935,0.940740741,0.911111111,-3,45156,0.514925373,,
Bachelor's Degree,Institution and Program Area,DOUG,Douglas College,10,Social Sciences,All Programs,13,0.419354839,28,-2,-1,0.923076923,0.846153846,1,0.846153846,1,0.923076923,1,0.846153846,1,-6,-9,0.454545455,1,0.846153846,-11,0,-99,0.461538462,,
Bachelor's Degree,Institution and Program Area,JIBC,Justice Institute of BC,6,Human and Social Services,All Programs,23,0.605263158,43,-1,-5,1,0.904761905,0.909090909,0.85,1,0.863636364,0.954545455,0.952380952,1,0,-9,0.863636364,0.954545455,0.956521739,-11,0,100000,0.391304348,,
Bachelor's Degree,Institution and Program Area,LANG,Langara College,2,Business and Management,All Programs,194,0.570588235,28,0.427835052,0.572164948,0.974093264,0.905759162,0.901554404,0.901554404,0.901554404,0.875,0.888888889,0.888888889,0.958115183,0.091891892,-4,0.832432432,0.934782609,0.989528796,-4,-3,50000,0.388601036,,
Bachelor's Degree,Institution and Program Area,LANG,Langara College,5,Health,All Programs,283,0.578732106,28,0.883392226,0.116607774,0.897163121,0.807971014,0.839857651,0.911660777,0.854609929,0.749090909,0.863309353,0.868131868,0.885304659,0,0.936329588,0.967391304,0.960431655,0.992857143,-4,0,65000,0.411347518,,
Bachelor's Degree,Institution and Program Area,LANG,Langara College,6,Human and Social Services,All Programs,25,0.714285714,32,-2,-1,1,0.913043478,0.92,0.75,0.92,0.8,1,0.92,1,0,-9,0.92,0.96,1,1,0,55796,0.16,,
Bachelor's Degree,Institution and Program Area,NVIT,Nicola Valley Institute of Technology,6,Human and Social Services,All Programs,57,0.626373626,36,0.824561404,0.175438596,0.929824561,0.875,0.894736842,0.912280702,0.929824561,0.872727273,0.929824561,0.894736842,0.929824561,-6,-9,0.960784314,0.980392157,0.964912281,-11,-12,56181.5,0.454545455,,
Bachelor's Degree,Institution and Program Area,OKAN,Okanagan College,2,Business and Management,All Programs,269,0.503745318,27,0.520446097,0.479553903,0.992537313,0.938223938,0.939849624,0.936329588,0.962825279,0.916666667,0.927756654,0.923664122,0.988764045,0.099601594,0.956,0.832669323,0.924,0.970260223,0.936802974,-3,50000,0.356877323,,
Bachelor's Degree,Institution and Program Area,OKAN,Okanagan College,4,Engineering and Applied Sciences,All Programs,13,0.619047619,27,-1,-5,0.923076923,0.818181818,0.666666667,1,0.833333333,0.923076923,0.75,0.833333333,0.769230769,-6,-9,0.666666667,0.833333333,1,-11,-12,-99,0.230769231,,
Bachelor's Degree,Institution and Program Area,UBCO,University of British Columbia Okanagan,2,Business and Management,All Programs,157,0.317171717,25,0.477707006,0.522292994,0.865384615,0.898089172,0.904458599,0.942675159,0.866242038,0.794871795,0.833333333,0.84516129,0.847133758,-3,-4,0.824817518,0.838235294,0.955128205,0.878205128,0.080536913,51000,0.445859873,,
Bachelor's Degree,Institution and Program Area,UBCO,University of British Columbia Okanagan,3,Education,All Programs,93,0.30794702,27,0.698924731,0.301075269,0.912087912,0.64556962,0.842696629,0.935483871,0.870967742,0.741573034,0.858695652,0.759036145,0.901098901,-6,0.829545455,0.944444444,0.922222222,0.989130435,-11,-12,51000,0.182795699,,
Bachelor's Degree,Institution and Program Area,UBCO,University of British Columbia Okanagan,4,Engineering and Applied Sciences,All Programs,231,0.436672968,26,0.199134199,0.800865801,0.9,0.882882883,0.807017544,0.917391304,0.956521739,0.898678414,0.9004329,0.848214286,0.917391304,-3,-4,0.830845771,0.87,0.939393939,0.87012987,0.073732719,64000,0.238095238,,
Bachelor's Degree,Institution and Program Area,UBCO,University of British Columbia Okanagan,5,Health,All Programs,148,0.444444444,26,0.912162162,0.087837838,0.972972973,0.86013986,0.87755102,0.918367347,0.959183673,0.836734694,0.890410959,0.883561644,0.972789116,0,0.881481481,0.979020979,0.972027972,0.986394558,-4,-3,68164,0.594594595,,
Bachelor's Degree,Institution and Program Area,UBCO,University of British Columbia Okanagan,6,Human and Social Services,All Programs,26,0.666666667,28,-2,-1,0.923076923,0.846153846,0.769230769,0.730769231,0.884615385,0.8,0.961538462,0.846153846,0.884615385,-6,-9,0.869565217,0.869565217,0.961538462,-11,-12,48000,0.423076923,,
Bachelor's Degree,Institution and Program Area,UBCO,University of British Columbia Okanagan,8,Visual and Performing Arts,All Programs,42,0.4375,26,-2,-1,0.857142857,0.87804878,0.952380952,0.780487805,0.951219512,0.794871795,0.926829268,0.9,0.928571429,-6,0.677419355,0.575757576,0.727272727,0.904761905,-11,-12,38070,0.547619048,,
Bachelor's Degree,Institution and Program Area,UBCO,University of British Columbia Okanagan,10,Social Sciences,All Programs,437,0.430966469,25,0.684210526,0.315789474,0.937354988,0.843457944,0.846511628,0.718969555,0.922018349,0.785377358,0.889400922,0.884526559,0.979357798,0.066465257,0.768987342,0.539156627,0.751515152,0.850230415,0.763218391,0.100271003,40000,0.604118993,,
Bachelor's Degree,Institution and Program Area,UBCO,University of British Columbia Okanagan,11,Humanities,All Programs,117,0.515418502,26,0.752136752,0.247863248,0.965217391,0.921052632,0.846153846,0.730434783,0.957264957,0.776785714,0.870689655,0.904347826,0.965811966,-6,0.727272727,0.5,0.760869565,0.852173913,0.786324786,-12,39464,0.655172414,,
Bachelor's Degree,Institution and Program Area,UBCO,University of British Columbia Okanagan,12,Biological Science and Life Sciences,All Programs,218,0.473913043,25,0.674311927,0.325688073,0.911627907,0.803738318,0.714285714,0.764976959,0.922018349,0.822429907,0.917050691,0.903225806,0.958139535,-3,0.736842105,0.483050847,0.692307692,0.636792453,0.546296296,0.125925926,38000,0.649769585,,
Bachelor's Degree,Institution and Program Area,UNBC,University of Northern British Columbia,12,Biological Science and Life Sciences,All Programs,154,0.555956679,25,0.616883117,0.383116883,0.947712418,0.921052632,0.789473684,0.874172185,0.967320261,0.842105263,0.927631579,0.960784314,0.954545455,-6,0.733333333,0.5,0.787234043,0.72,0.618421053,0.12962963,47500,0.699346405,,
Bachelor's Degree,Institution and Program Area,UNBC,University of Northern British Columbia,13,Physical Sciences and Math,All Programs,19,0.5,26,-1,-5,0.947368421,0.789473684,0.842105263,0.789473684,1,1,1,0.789473684,1,0,-9,0.733333333,0.8,0.833333333,-11,0,62000,0.578947368,,
Bachelor's Degree,Institution and Program Area,UVIC,University of Victoria,2,Business and Management,All Programs,248,0.388714734,25,0.572580645,0.427419355,0.898785425,0.815899582,0.882113821,0.951219512,0.845528455,0.836065574,0.857142857,0.86122449,0.902439024,0.085585586,-4,0.810810811,0.841628959,0.943089431,0.902439024,0.043103448,55000,0.475609756,,
Bachelor's Degree,Institution and Program Area,UVIC,University of Victoria,3,Education,All Programs,263,0.398484848,28,0.714828897,0.285171103,0.923954373,0.721991701,0.82745098,0.929961089,0.86328125,0.758064516,0.844621514,0.767068273,0.93129771,-3,0.820175439,0.933884298,0.925619835,0.958015267,0.923664122,-3,48000,0.391634981,,
Bachelor's Degree,Institution and Program Area,UVIC,University of Victoria,4,Engineering and Applied Sciences,All Programs,404,0.516624041,26.5,0.138613861,0.861386139,0.872817955,0.735897436,0.68814433,0.851010101,0.912718204,0.838308458,0.888888889,0.803108808,0.829573935,0.029810298,0.96978022,0.883783784,0.855978261,0.972568579,0.922885572,0.048717949,68000,0.226368159,,
Bachelor's Degree,Institution and Program Area,UVIC,University of Victoria,5,Health,All Programs,501,0.509664293,31,0.858283433,0.141716567,0.945783133,0.878406709,0.855371901,0.880658436,0.935483871,0.805383023,0.902636917,0.890495868,0.921843687,-3,0.891774892,0.951680672,0.955789474,0.966067864,0.9500998,-3,70000,0.442,,
Bachelor's Degree,Institution and Program Area,UVIC,University of Victoria,6,Human and Social Services,All Programs,688,0.547334924,31,0.780523256,0.219476744,0.941605839,0.836336336,0.833583208,0.804154303,0.93704246,0.814648729,0.896296296,0.886904762,0.948830409,0.054817276,0.876923077,0.941956882,0.928689884,0.925655977,0.879008746,0.050393701,55000,0.322157434,,
Bachelor's Degree,Institution and Program Area,UVIC,University of Victoria,8,Visual and Performing Arts,All Programs,189,0.442622951,26,0.693121693,0.306878307,0.888297872,0.825842697,0.876344086,0.827027027,0.930481283,0.770491803,0.903225806,0.859459459,0.930851064,0.222222222,0.633333333,0.525641026,0.774193548,0.903743316,0.834224599,0.076923077,30000,0.502645503,,
Bachelor's Degree,Institution and Program Area,UVIC,University of Victoria,10,Social Sciences,All Programs,1457,0.46668802,26,0.601921757,0.398078243,0.927927928,0.870111732,0.805131761,0.733333333,0.931629834,0.753024911,0.90166205,0.9,0.957033957,0.075386013,0.828544949,0.510889292,0.765510949,0.864016736,0.766134629,0.108958838,42000,0.533425224,,
Bachelor's Degree,Institution and Program Area,UVIC,University of Victoria,11,Humanities,All Programs,423,0.487327189,26,0.730496454,0.269503546,0.940334129,0.94939759,0.823809524,0.73594132,0.952606635,0.768844221,0.905797101,0.935866983,0.966824645,0.068627451,0.707641196,0.475728155,0.818181818,0.838164251,0.742788462,0.109510086,35000,0.609004739,,
Bachelor's Degree,Institution and Program Area,UVIC,University of Victoria,12,Biological Science and Life Sciences,All Programs,499,0.524710831,26,0.655310621,0.344689379,0.912778905,0.827868852,0.727642276,0.761616162,0.91750503,0.710144928,0.855130785,0.909274194,0.931451613,0.054313099,0.821086262,0.51910828,0.729299363,0.720081136,0.636363636,0.112676056,40000,0.599198397,,
Bachelor's Degree,Institution and Program Area,UVIC,University of Victoria,13,Physical Sciences and Math,All Programs,173,0.549206349,26,0.387283237,0.612716763,0.958579882,0.728395062,0.717791411,0.723529412,0.976744186,0.868263473,0.88372093,0.894117647,0.964705882,0.085470085,0.758928571,0.5,0.700854701,0.792899408,0.688235294,0.126865672,45000,0.554913295,,
Bachelor's Degree,Institution and Program,CAM,Camosun College,2,Business and Management,Bachelor of Business Administration - Accounting Major,98,0.521276596,29,0.56122449,0.43877551,1,0.947368421,0.904255319,0.927083333,0.989690722,0.89010989,0.907216495,0.908163265,0.979381443,-6,-9,0.957894737,0.968421053,0.989795918,-11,-12,51000,0.571428571,,
Bachelor's Degree,Institution and Program,CAM,Camosun College,2,Business and Management,Bachelor of Business Administration - Marketing Communications Management Major,45,0.5,27,0.4,0.6,0.911111111,0.931818182,0.933333333,0.911111111,0.933333333,0.866666667,0.888888889,0.866666667,0.955555556,-6,-9,0.833333333,0.928571429,1,-11,-12,53000,0.318181818,,
Bachelor's Degree,Institution and Program,CAM,Camosun College,2,Business and Management,Bachelor of Business Administration - Human Resource Management & Leadership Major,59,0.5,28,0.830508475,0.169491525,0.983050847,0.830508475,0.881355932,0.93220339,0.93220339,0.796610169,0.881355932,0.86440678,0.983050847,-6,-9,0.740740741,0.925925926,0.93220339,-11,-12,51500,0.322033898,,
Bachelor's Degree,Institution and Program,CAM,Camosun College,5,Health,Bachelor of Athletic & Exercise Therapy,50,0.588235294,27.5,0.68,0.32,0.94,0.674418605,0.85106383,0.918367347,0.96,0.9,0.914893617,0.829787234,1,0.404761905,0.625,0.904761905,0.976190476,0.916666667,-11,-12,31500,0.44,,
Bachelor's Degree,Institution and Program,CAM,Camosun College,6,Human and Social Services,Bachelor of Sport & Fitness Leadership - Sport Management Major,21,0.456521739,26,-1,-5,0.7,0.857142857,0.80952381,0.857142857,0.80952381,0.571428571,0.666666667,0.80952381,0.761904762,-6,1,0.75,0.875,0.952380952,-11,-12,36000,0.285714286,,
Bachelor's Degree,Institution and Program,CAM,Camosun College,6,Human and Social Services,Bachelor of Sport & Fitness Leadership - Exercise & Wellness Major,21,0.617647059,28,-2,-1,0.952380952,0.857142857,0.904761905,0.904761905,0.714285714,0.857142857,0.904761905,0.95,1,-6,-9,0.75,0.8,1,-11,-12,-99,0.380952381,,
Bachelor's Degree,Institution and Program,ECU,Emily Carr University of Art and Design,8,Visual and Performing Arts,Bachelor of Fine Arts - Major: Photography,43,0.494252874,26,0.697674419,0.302325581,0.857142857,0.682926829,0.906976744,0.714285714,0.953488372,0.738095238,0.880952381,0.825,0.87804878,-6,0.705882353,0.457142857,0.6,0.926829268,-11,-12,35000,0.209302326,,
Bachelor's Degree,Institution and Program,ECU,Emily Carr University of Art and Design,8,Visual and Performing Arts,Bachelor of Fine Arts - Major: Visual Arts,155,0.458579882,28,0.709677419,0.290322581,0.88,0.766666667,0.806451613,0.632653061,0.935064935,0.597315436,0.891156463,0.761589404,0.895424837,0.198275862,0.684210526,0.546218487,0.711864407,0.887417219,0.782894737,0.111940299,35360,0.348387097,,
Bachelor's Degree,Institution and Program,ECU,Emily Carr University of Art and Design,8,Visual and Performing Arts,Bachelor of Fine Arts - Major: Illustration,56,0.577319588,26,0.732142857,0.267857143,0.592592593,0.678571429,0.685185185,0.547169811,0.892857143,0.68,0.830188679,0.618181818,0.773584906,-6,0.739130435,0.586956522,0.680851064,0.927272727,-11,-12,35180,0.321428571,,
Bachelor's Degree,Institution and Program,ECU,Emily Carr University of Art and Design,8,Visual and Performing Arts,Bachelor of Design - Major: Industrial Design,77,0.52739726,27,0.506493506,0.493506494,0.844155844,0.635135135,0.857142857,0.909090909,0.921052632,0.855263158,0.896103896,0.608108108,0.831168831,-6,-9,0.727272727,0.927272727,0.855263158,0.714285714,0.153846154,41000,0.298701299,,
Bachelor's Degree,Institution and Program,ECU,Emily Carr University of Art and Design,8,Visual and Performing Arts,Bachelor of Design - Major: Interaction Design,30,0.545454545,27,-2,-1,0.9,0.535714286,0.827586207,0.766666667,0.9,0.866666667,0.9,0.75,0.866666667,0,-9,0.851851852,0.777777778,0.933333333,-11,-12,55500,0.166666667,,
Bachelor's Degree,Institution and Program,ECU,Emily Carr University of Art and Design,8,Visual and Performing Arts,Bachelor of Design - Major: Communication Design,65,0.467625899,27,0.815384615,0.184615385,0.815384615,0.53125,0.876923077,0.80952381,0.907692308,0.78125,0.859375,0.672131148,0.828125,0.214285714,-9,0.910714286,0.877192982,0.921875,-11,-12,44340,0.184615385,,
Bachelor's Degree,Institution and Program,ECU,Emily Carr University of Art and Design,8,Visual and Performing Arts,Bachelor of Fine Arts - Major: General Fine Arts,16,0.571428571,50.5,-2,-1,1,0.8125,0.9375,0.714285714,1,0.625,0.857142857,0.866666667,1,-6,-9,0.714285714,0.714285714,0.875,-11,0,-99,0.25,,
Bachelor's Degree,Institution and Program,ECU,Emily Carr University of Art and Design,8,Visual and Performing Arts,"Bachelor of Fine Arts - Major: Film,Video+Integrated Media",10,0.555555556,28,0.5,0.5,0.8,0.9,0.9,0.6,0.8,0.7,0.9,0.6,0.7,-99,-99,0.888888889,0.888888889,1,-11,-12,-99,0.2,,
Bachelor's Degree,Institution and Program,ECU,Emily Carr University of Art and Design,8,Visual and Performing Arts,Bachelor of Fine Arts - Major: Critical + Cultural Practice,21,0.466666667,27,-2,-1,0.952380952,0.80952381,0.761904762,0.5,0.952380952,0.571428571,1,0.904761905,0.952380952,-6,-9,0.611111111,0.722222222,0.857142857,-11,0,40000,0.571428571,,
